sample_id,category,dice,precision,recall,gt_pixels,pred_pixels,overlay
703e8a43c07a98aa,false_negative,0.013685,1.0,0.006953,7765,53,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_negative__703e8a43c07a98aa.jpg
73fff4ce27b609ae,acceptable,0.443432,0.310557,0.775249,4613,11517,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\acceptable__73fff4ce27b609ae.jpg
75b72efa9b8a53d2,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__75b72efa9b8a53d2.jpg
76660e8c0c660e29,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__76660e8c0c660e29.jpg
78a31faa53d87011,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__78a31faa53d87011.jpg
78dc9af1b8191568,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__78dc9af1b8191568.jpg
7b6062831d856fdd,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__7b6062831d856fdd.jpg
7d335409e99b5dbf,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__7d335409e99b5dbf.jpg
7d812cb035b49079,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__7d812cb035b49079.jpg
81fe5dc6eb6d417d,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__81fe5dc6eb6d417d.jpg
8294b973d303af16,false_positive,0.000385,0.000385,1.0,0,2598,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_positive__8294b973d303af16.jpg
832208205bcab76d,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__832208205bcab76d.jpg
838267429ba276bb,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__838267429ba276bb.jpg
841eae920f876755,false_positive,0.000112,0.000112,1.0,0,8897,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_positive__841eae920f876755.jpg
84ce4da5deb1a1dd,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__84ce4da5deb1a1dd.jpg
84f203cd26cf11ca,false_positive,0.000264,0.000264,1.0,0,3780,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_positive__84f203cd26cf11ca.jpg
869d5e586d833631,severe_undersegmentation,0.145804,0.092593,0.345016,912,3401,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\severe_undersegmentation__869d5e586d833631.jpg
87bd01ccd3cd0dfe,oversegmentation,0.189417,0.107818,0.780547,2045,14811,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\oversegmentation__87bd01ccd3cd0dfe.jpg
87c2dfc20491f49b,false_positive,0.000418,0.000418,1.0,0,2394,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_positive__87c2dfc20491f49b.jpg
898538afe138196a,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__898538afe138196a.jpg
8a478afb3d636ac5,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__8a478afb3d636ac5.jpg
8bf9afce62bb8389,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__8bf9afce62bb8389.jpg
8de5284bce702348,negative_clean,0.03125,0.03125,1.0,0,31,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__8de5284bce702348.jpg
8e89502e30bbbf58,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__8e89502e30bbbf58.jpg
8f67750ef65ebfee,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__8f67750ef65ebfee.jpg
8f8ba4bf09e00c4d,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__8f8ba4bf09e00c4d.jpg
90e1fb3410137e07,false_negative,0.001631,1.0,0.001631,612,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_negative__90e1fb3410137e07.jpg
919b88412140e05b,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__919b88412140e05b.jpg
93e263488cb30a87,acceptable,0.716876,0.588816,0.916218,3711,5775,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\acceptable__93e263488cb30a87.jpg
977af0aae616646d,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__977af0aae616646d.jpg
99dd3595011cabd2,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__99dd3595011cabd2.jpg
9b78c08b9372294a,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__9b78c08b9372294a.jpg
9c7614da44c314b0,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__9c7614da44c314b0.jpg
9ca05bd30b085bd6,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__9ca05bd30b085bd6.jpg
9f462cc77dbb5bdc,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__9f462cc77dbb5bdc.jpg
a01722fcc613a3fc,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__a01722fcc613a3fc.jpg
a15d2f307379d7c2,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__a15d2f307379d7c2.jpg
a23e66fc06a8a717,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__a23e66fc06a8a717.jpg
a41784d65c56d842,acceptable,0.789759,0.688585,0.925849,3856,5185,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\acceptable__a41784d65c56d842.jpg
a4baab5644bd3177,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__a4baab5644bd3177.jpg
acea108c87ebe2e4,negative_clean,1.0,1.0,1.0,0,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\negative_clean__acea108c87ebe2e4.jpg
b00290f5a29dc6cf,false_negative,0.000281,1.0,0.000281,3560,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_negative__b00290f5a29dc6cf.jpg
b21dcf9f23487cde,false_positive,0.00082,0.00082,1.0,0,1219,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_positive__b21dcf9f23487cde.jpg
b3b5887017f085db,acceptable,0.412844,0.358741,0.48629,5506,7464,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\acceptable__b3b5887017f085db.jpg
b5558624967f1833,false_negative,0.000273,1.0,0.000273,3667,0,C:\Users\16024\Desktop\齿镜\calculus-unetpp\artifacts\v2_error_analysis\overlays\false_negative__b5558624967f1833.jpg
